,ID,neighbor,n_ID,n_name,n_overall,n_age,n_position,n_club,n_league,n_eur_value,n_eur_release_clause
3768,234924,,,,,,,,,,
3769,201389,,,,,,,,,,
3770,202413,,,,,,,,,,
3771,205998,,,,,,,,,,
3772,111022,,,,,,,,,,
3773,214191,,,,,,,,,,
3774,217007,,,,,,,,,,
3775,209329,,,,,,,,,,
3776,213937,,,,,,,,,,
3777,225713,,,,,,,,,,
3778,164529,,,,,,,,,,
3779,124337,,,,,,,,,,
3780,234930,,,,,,,,,,
3781,210868,,,,,,,,,,
3782,222644,,,,,,,,,,
3783,183220,,,,,,,,,,
3784,201141,,,,,,,,,,
3785,207797,,,,,,,,,,
3786,212405,,,,,,,,,,
3787,214965,,,,,,,,,,
3788,226229,,,,,,,,,,
3789,203446,,,,,,,,,,
3790,206006,,,,,,,,,,
3791,209846,,,,,,,,,,
3792,222390,,,,,,,,,,
3793,184502,,,,,,,,,,
3794,205495,,,,,,,,,,
3795,210872,,,,,,,,,,
3796,212408,,,,,,,,,,
3797,201145,,,,,,,,,,
3798,232377,,,,,,,,,,
3799,179897,,,,,,,,,,
3800,180409,,,,,,,,,,
3801,224186,,,,,,,,,,
3802,231866,,,,,,,,,,
3803,226747,,,,,,,,,,
3804,192955,,,,,,,,,,
3805,191164,,,,,,,,,,
3806,193468,,,,,,,,,,
3807,201917,,,,,,,,,,
3808,163261,,,,,,,,,,
3809,230333,,,,,,,,,,
3810,202686,,,,,,,,,,
3811,140222,,,,,,,,,,
3812,214718,,,,,,,,,,
3813,198335,,,,,,,,,,
3814,214463,,,,,,,,,,
3815,184255,,,,,,,,,,
3816,214208,,,,,,,,,,
3817,166080,,,,,,,,,,
3818,213697,,,,,,,,,,
3819,221121,,,,,,,,,,
3820,159937,,,,,,,,,,
3821,107713,,,,,,,,,,
3822,204738,,,,,,,,,,
3823,221634,,,,,,,,,,
3824,183746,,,,,,,,,,
3825,190658,,,,,,,,,,
3826,216003,,,,,,,,,,
3827,160195,,,,,,,,,,
3828,190659,,,,,,,,,,
3829,195011,,,,,,,,,,
3830,230341,,,,,,,,,,
3831,184518,,,,,,,,,,
3832,193222,,,,,,,,,,
3833,214727,,,,,,,,,,
3834,219591,,,,,,,,,,
3835,159943,,,,,,,,,,
3836,228295,,,,,,,,,,
3837,236999,,,,,,,,,,
3838,176583,,,,,,,,,,
3839,188871,,,,,,,,,,
3840,219848,,,,,,,,,,
3841,221896,,,,,,,,,,
3842,230344,,,,,,,,,,
3843,210377,,,,,,,,,,
3844,160201,,,,,,,,,,
3845,229321,,,,,,,,,,
3846,204234,,,,,,,,,,
3847,206538,,,,,,,,,,
3848,142794,,,,,,,,,,
3849,217546,,,,,,,,,,
3850,224202,,,,,,,,,,
3851,190666,,,,,,,,,,
3852,193226,,,,,,,,,,
3853,222411,,,,,,,,,,
3854,227787,,,,,,,,,,
3855,187339,,,,,,,,,,
3856,189899,,,,,,,,,,
3857,213452,,,,,,,,,,
3858,220620,,,,,,,,,,
3859,227788,,,,,,,,,,
3860,197837,,,,,,,,,,
3861,217805,,,,,,,,,,
3862,228302,,,,,,,,,,
3863,176846,,,,,,,,,,
3864,200911,,,,,,,,,,
3865,139727,,,,,,,,,,
3866,229071,,,,,,,,,,
3867,200912,,,,,,,,,,
3868,155344,,,,,,,,,,
3869,229584,,,,,,,,,,
3870,181456,,,,,,,,,,
3871,232145,,,,,,,,,,
3872,199378,,,,,,,,,,
3873,169426,,,,,,,,,,
3874,186578,,,,,,,,,,
3875,193234,,,,,,,,,,
3876,135891,,,,,,,,,,
3877,239315,,,,,,,,,,
3878,170964,,,,,,,,,,
3879,236245,,,,,,,,,,
3880,177621,,,,,,,,,,
3881,189397,,,,,,,,,,
3882,220118,,,,,,,,,,
3883,199895,,,,,,,,,,
3884,178135,,,,,,,,,,
3885,186839,,,,,,,,,,
3886,219864,,,,,,,,,,
3887,231128,,,,,,,,,,
3888,199897,,,,,,,,,,
3889,213209,,,,,,,,,,
3890,230361,,,,,,,,,,
3891,179930,,,,,,,,,,
3892,230363,,,,,,,,,,
3893,189403,,,,,,,,,,
3894,138462,,,,,,,,,,
3895,227550,,,,,,,,,,
3896,230366,,,,,,,,,,
3897,176094,,,,,,,,,,
3898,231391,,,,,,,,,,
3899,199392,,,,,,,,,,
3900,188128,,,,,,,,,,
3901,201953,,,,,,,,,,
3902,204513,,,,,,,,,,
3903,16097,,,,,,,,,,
3904,219617,,,,,,,,,,
3905,159969,,,,,,,,,,
3906,163297,,,,,,,,,,
3907,238305,,,,,,,,,,
3908,177633,,,,,,,,,,
3909,179681,,,,,,,,,,
3910,188385,,,,,,,,,,
3911,199651,,,,,,,,,,
3912,204771,,,,,,,,,,
3913,221923,,,,,,,,,,
3914,159971,,,,,,,,,,
3915,189155,,,,,,,,,,
3916,205540,,,,,,,,,,
3917,216036,,,,,,,,,,
3918,32740,,,,,,,,,,
3919,194020,,,,,,,,,,
3920,138981,,,,,,,,,,
3921,227813,,,,,,,,,,
3922,167653,,,,,,,,,,
3923,175589,,,,,,,,,,
3924,198630,,,,,,,,,,
3925,199910,,,,,,,,,,
3926,215015,,,,,,,,,,
3927,219879,,,,,,,,,,
3928,236007,,,,,,,,,,
3929,237799,,,,,,,,,,
3930,149224,,,,,,,,,,
3931,162280,,,,,,,,,,
3932,177896,,,,,,,,,,
3933,189160,,,,,,,,,,
3934,137449,,,,,,,,,,
3935,230377,,,,,,,,,,
3936,202986,,,,,,,,,,
3937,234986,,,,,,,,,,
3938,198379,,,,,,,,,,
3939,201707,,,,,,,,,,
3940,209643,,,,,,,,,,
3941,186347,,,,,,,,,,
3942,202220,,,,,,,,,,
3943,212204,,,,,,,,,,
3944,208621,,,,,,,,,,
3945,167661,,,,,,,,,,
3946,201966,,,,,,,,,,
3947,204526,,,,,,,,,,
3948,221422,,,,,,,,,,
3949,230383,,,,,,,,,,
3950,189167,,,,,,,,,,
3951,230384,,,,,,,,,,
3952,175088,,,,,,,,,,
3953,189680,,,,,,,,,,
3954,205553,,,,,,,,,,
3955,20209,,,,,,,,,,
3956,172529,,,,,,,,,,
3957,200434,,,,,,,,,,
3958,159986,,,,,,,,,,
3959,159987,,,,,,,,,,
3960,172019,,,,,,,,,,
3961,204276,,,,,,,,,,
3962,176628,,,,,,,,,,
3963,47860,,,,,,,,,,
3964,183540,,,,,,,,,,
3965,193780,,,,,,,,,,
3966,198133,,,,,,,,,,
3967,232693,,,,,,,,,,
3968,208374,,,,,,,,,,
3969,212214,,,,,,,,,,
3970,159990,,,,,,,,,,
3971,168950,,,,,,,,,,
3972,202487,,,,,,,,,,
3973,152567,,,,,,,,,,
3974,236791,,,,,,,,,,
3975,183287,,,,,,,,,,
3976,198904,,,,,,,,,,
3977,230392,,,,,,,,,,
3978,142329,,,,,,,,,,
3979,148217,,,,,,,,,,
3980,222457,,,,,,,,,,
3981,232441,,,,,,,,,,
3982,212474,,,,,,,,,,
3983,177914,,,,,,,,,,
3984,204539,,,,,,,,,,
3985,206075,,,,,,,,,,
3986,230395,,,,,,,,,,
3987,190459,,,,,,,,,,
3988,198908,,,,,,,,,,
3989,177404,,,,,,,,,,
3990,189436,,,,,,,,,,
3991,218621,,,,,,,,,,
3992,159997,,,,,,,,,,
3993,226045,,,,,,,,,,
3994,200446,,,,,,,,,,
3995,224510,,,,,,,,,,
3996,171774,,,,,,,,,,
3997,178430,,,,,,,,,,
3998,209407,,,,,,,,,,
3999,162047,,,,,,,,,,
4000,232191,,,,,,,,,,
4001,142592,,,,,,,,,,
4002,230144,,,,,,,,,,
4003,138497,,,,,,,,,,
4004,185089,,,,,,,,,,
4005,202754,,,,,,,,,,
4006,214018,,,,,,,,,,
4007,233986,,,,,,,,,,
4008,54018,,,,,,,,,,
4009,216067,,,,,,,,,,
4010,224003,,,,,,,,,,
4011,240899,,,,,,,,,,
4012,207876,,,,,,,,,,
4013,241412,,,,,,,,,,
4014,193796,,,,,,,,,,
4015,214021,,,,,,,,,,
4016,162053,,,,,,,,,,
4017,230405,,,,,,,,,,
4018,231685,,,,,,,,,,
4019,185349,,,,,,,,,,
4020,199174,,,,,,,,,,
4021,45574,,,,,,,,,,
4022,215559,,,,,,,,,,
4023,156423,,,,,,,,,,
4024,157703,,,,,,,,,,
4025,223751,,,,,,,,,,
4026,184071,,,,,,,,,,
4027,189447,,,,,,,,,,
4028,229896,,,,,,,,,,
4029,166664,,,,,,,,,,
4030,208137,,,,,,,,,,
4031,49161,,,,,,,,,,
4032,199946,,,,,,,,,,
4033,205834,,,,,,,,,,
4034,230410,,,,,,,,,,
4035,234762,,,,,,,,,,
4036,186890,,,,,,,,,,
4037,229899,,,,,,,,,,
4038,234763,,,,,,,,,,
4039,184587,,,,,,,,,,
4040,213260,,,,,,,,,,
4041,200461,,,,,,,,,,
4042,139533,,,,,,,,,,
4043,216334,,,,,,,,,,
4044,222222,,,,,,,,,,
4045,160014,,,,,,,,,,
4046,181006,,,,,,,,,,
4047,177935,,,,,,,,,,
4048,203024,,,,,,,,,,
4049,196881,,,,,,,,,,
4050,209937,,,,,,,,,,
4051,213777,,,,,,,,,,
4052,229137,,,,,,,,,,
4053,201746,,,,,,,,,,
4054,202770,,,,,,,,,,
4055,221714,,,,,,,,,,
4056,190738,,,,,,,,,,
4057,237075,,,,,,,,,,
4058,205334,,,,,,,,,,
4059,223510,,,,,,,,,,
4060,160022,,,,,,,,,,
4061,229654,,,,,,,,,,
4062,204823,,,,,,,,,,
4063,142359,,,,,,,,,,
4064,211736,,,,,,,,,,
4065,230424,,,,,,,,,,
4066,168984,,,,,,,,,,
4067,200473,,,,,,,,,,
4068,205081,,,,,,,,,,
4069,205849,,,,,,,,,,
4070,212249,,,,,,,,,,
4071,220697,,,,,,,,,,
4072,224538,,,,,,,,,,
4073,235290,,,,,,,,,,
4074,180250,,,,,,,,,,
4075,215067,,,,,,,,,,
4076,156443,,,,,,,,,,
4077,45083,,,,,,,,,,
4078,186140,,,,,,,,,,
4079,134941,,,,,,,,,,
4080,206109,,,,,,,,,,
4081,211741,,,,,,,,,,
4082,137758,,,,,,,,,,
4083,204830,,,,,,,,,,
4084,226078,,,,,,,,,,
4085,237086,,,,,,,,,,
4086,202271,,,,,,,,,,
4087,203807,,,,,,,,,,
4088,209439,,,,,,,,,,
4089,224031,,,,,,,,,,
4090,160031,,,,,,,,,,
4091,34079,,,,,,,,,,
4092,167967,,,,,,,,,,
4093,196896,,,,,,,,,,
4094,139296,,,,,,,,,,
4095,208160,,,,,,,,,,
4096,159520,,,,,,,,,,
4097,189728,,,,,,,,,,
4098,214817,,,,,,,,,,
4099,157217,,,,,,,,,,
4100,159265,,,,,,,,,,
4101,197154,,,,,,,,,,
4102,210466,,,,,,,,,,
4103,210722,,,,,,,,,,
4104,211234,,,,,,,,,,
4105,194082,,,,,,,,,,
4106,205347,,,,,,,,,,
4107,206115,,,,,,,,,,
4108,230435,,,,,,,,,,
4109,177955,,,,,,,,,,
4110,215332,,,,,,,,,,
4111,228644,,,,,,,,,,
4112,199205,,,,,,,,,,
4113,230181,,,,,,,,,,
4114,199974,,,,,,,,,,
4115,220198,,,,,,,,,,
4116,224294,,,,,,,,,,
4117,232230,,,,,,,,,,
4118,178470,,,,,,,,,,
4119,194086,,,,,,,,,,
4120,206631,,,,,,,,,,
4121,208679,,,,,,,,,,
4122,217639,,,,,,,,,,
4123,160039,,,,,,,,,,
4124,223272,,,,,,,,,,
4125,161832,,,,,,,,,,
4126,240936,,,,,,,,,,
4127,201257,,,,,,,,,,
4128,210985,,,,,,,,,,
4129,230441,,,,,,,,,,
4130,236073,,,,,,,,,,
4131,185129,,,,,,,,,,
4132,188201,,,,,,,,,,
4133,52778,,,,,,,,,,
4134,202283,,,,,,,,,,
4135,236075,,,,,,,,,,
4136,209196,,,,,,,,,,
4137,228908,,,,,,,,,,
4138,236076,,,,,,,,,,
4139,219181,,,,,,,,,,
4140,224045,,,,,,,,,,
4141,226093,,,,,,,,,,
4142,197166,,,,,,,,,,
4143,199726,,,,,,,,,,
4144,148526,,,,,,,,,,
4145,215086,,,,,,,,,,
4146,160046,,,,,,,,,,
4147,198704,,,,,,,,,,
4148,205360,,,,,,,,,,
4149,192816,,,,,,,,,,
4150,196913,,,,,,,,,,
4151,220209,,,,,,,,,,
4152,232241,,,,,,,,,,
4153,186161,,,,,,,,,,
4154,198194,,,,,,,,,,
4155,201266,,,,,,,,,,
4156,172850,,,,,,,,,,
4157,45874,,,,,,,,,,
4158,186674,,,,,,,,,,
4159,198964,,,,,,,,,,
4160,207669,,,,,,,,,,
4161,213557,,,,,,,,,,
4162,160309,,,,,,,,,,
4163,201526,,,,,,,,,,
4164,192310,,,,,,,,,,
4165,198455,,,,,,,,,,
4166,224567,,,,,,,,,,
4167,170039,,,,,,,,,,
4168,181559,,,,,,,,,,
4169,196151,,,,,,,,,,
4170,197688,,,,,,,,,,
4171,185144,,,,,,,,,,
4172,192824,,,,,,,,,,
4173,205369,,,,,,,,,,
4174,217657,,,,,,,,,,
4175,222265,,,,,,,,,,
4176,237369,,,,,,,,,,
4177,137786,,,,,,,,,,
4178,212282,,,,,,,,,,
4179,227642,,,,,,,,,,
4180,186682,,,,,,,,,,
4181,191034,,,,,,,,,,
4182,203067,,,,,,,,,,
4183,220475,,,,,,,,,,
4184,230459,,,,,,,,,,
4185,190523,,,,,,,,,,
4186,160060,,,,,,,,,,
4187,179516,,,,,,,,,,
4188,49212,,,,,,,,,,
4189,209981,,,,,,,,,,
4190,210237,,,,,,,,,,
4191,17725,,,,,,,,,,
4192,223293,,,,,,,,,,
4193,225085,,,,,,,,,,
4194,52797,,,,,,,,,,
4195,185405,,,,,,,,,,
4196,202048,,,,,,,,,,
4197,190528,,,,,,,,,,
4198,197953,,,,,,,,,,
4199,209729,,,,,,,,,,
4200,161857,,,,,,,,,,
4201,206402,,,,,,,,,,
4202,214338,,,,,,,,,,
4203,221250,,,,,,,,,,
4204,193602,,,,,,,,,,
4205,204355,,,,,,,,,,
4206,156227,,,,,,,,,,
4207,184387,,,,,,,,,,
4208,196932,,,,,,,,,,
4209,207684,,,,,,,,,,
4210,163396,,,,,,,,,,
4211,190276,,,,,,,,,,
4212,193860,,,,,,,,,,
4213,208965,,,,,,,,,,
4214,224325,,,,,,,,,,
4215,171077,,,,,,,,,,
4216,199750,,,,,,,,,,
4217,203590,,,,,,,,,,
4218,211270,,,,,,,,,,
4219,160070,,,,,,,,,,
4220,162886,,,,,,,,,,
4221,212807,,,,,,,,,,
4222,225863,,,,,,,,,,
4223,182343,,,,,,,,,,
4224,211784,,,,,,,,,,
4225,213064,,,,,,,,,,
4226,179528,,,,,,,,,,
4227,182856,,,,,,,,,,
4228,214601,,,,,,,,,,
4229,224841,,,,,,,,,,
4230,160073,,,,,,,,,,
4231,167753,,,,,,,,,,
4232,200778,,,,,,,,,,
4233,188234,,,,,,,,,,
4234,189003,,,,,,,,,,
4235,145996,,,,,,,,,,
4236,172620,,,,,,,,,,
4237,228173,,,,,,,,,,
4238,196942,,,,,,,,,,
4239,214350,,,,,,,,,,
4240,215374,,,,,,,,,,
4241,228942,,,,,,,,,,
4242,187982,,,,,,,,,,
4243,212047,,,,,,,,,,
4244,217167,,,,,,,,,,
4245,192337,,,,,,,,,,
4246,221266,,,,,,,,,,
4247,225106,,,,,,,,,,
4248,176210,,,,,,,,,,
4249,180818,,,,,,,,,,
4250,200275,,,,,,,,,,
4251,201299,,,,,,,,,,
4252,203859,,,,,,,,,,
4253,160083,,,,,,,,,,
4254,231507,,,,,,,,,,
4255,189779,,,,,,,,,,
4256,199508,,,,,,,,,,
4257,204372,,,,,,,,,,
4258,185172,,,,,,,,,,
4259,190549,,,,,,,,,,
4260,198230,,,,,,,,,,
4261,205654,,,,,,,,,,
4262,208470,,,,,,,,,,
4263,163670,,,,,,,,,,
4264,230486,,,,,,,,,,
4265,172886,,,,,,,,,,
4266,203863,,,,,,,,,,
4267,213591,,,,,,,,,,
4268,169815,,,,,,,,,,
4269,182103,,,,,,,,,,
4270,203864,,,,,,,,,,
4271,219736,,,,,,,,,,
4272,157528,,,,,,,,,,
4273,210521,,,,,,,,,,
4274,173401,,,,,,,,,,
4275,150106,,,,,,,,,,
4276,160090,,,,,,,,,,
4277,164954,,,,,,,,,,
4278,184154,,,,,,,,,,
4279,146011,,,,,,,,,,
4280,220763,,,,,,,,,,
4281,230235,,,,,,,,,,
4282,173147,,,,,,,,,,
4283,190555,,,,,,,,,,
4284,200796,,,,,,,,,,
4285,176732,,,,,,,,,,
4286,49756,,,,,,,,,,
4287,160093,,,,,,,,,,
4288,167005,,,,,,,,,,
4289,207454,,,,,,,,,,
4290,219998,,,,,,,,,,
4291,185438,,,,,,,,,,
4292,198751,,,,,,,,,,
4293,221279,,,,,,,,,,
4294,232543,,,,,,,,,,
4295,167519,,,,,,,,,,
4296,225120,,,,,,,,,,
4297,192608,,,,,,,,,,
4298,199266,,,,,,,,,,
4299,223074,,,,,,,,,,
4300,199779,,,,,,,,,,
4301,203363,,,,,,,,,,
4302,183395,,,,,,,,,,
4303,191843,,,,,,,,,,
4304,218981,,,,,,,,,,
4305,229221,,,,,,,,,,
4306,183141,,,,,,,,,,
4307,191589,,,,,,,,,,
4308,199526,,,,,,,,,,
4309,226662,,,,,,,,,,
4310,178022,,,,,,,,,,
4311,218471,,,,,,,,,,
4312,224103,,,,,,,,,,
4313,228967,,,,,,,,,,
4314,235623,,,,,,,,,,
4315,173415,,,,,,,,,,
4316,191079,,,,,,,,,,
4317,195687,,,,,,,,,,
4318,208232,,,,,,,,,,
4319,215144,,,,,,,,,,
4320,159080,,,,,,,,,,
4321,160104,,,,,,,,,,
4322,136553,,,,,,,,,,
4323,210281,,,,,,,,,,
4324,183145,,,,,,,,,,
4325,220522,,,,,,,,,,
4326,231530,,,,,,,,,,
4327,162411,,,,,,,,,,
4328,204908,,,,,,,,,,
4329,216428,,,,,,,,,,
4330,222060,,,,,,,,,,
4331,199277,,,,,,,,,,
4332,169069,,,,,,,,,,
4333,172141,,,,,,,,,,
4334,194925,,,,,,,,,,
4335,217710,,,,,,,,,,
4336,192110,,,,,,,,,,
4337,198511,,,,,,,,,,
4338,185199,,,,,,,,,,
4339,194927,,,,,,,,,,
4340,198000,,,,,,,,,,
4341,222832,,,,,,,,,,
4342,29552,,,,,,,,,,
4343,199537,,,,,,,,,,
4344,203377,,,,,,,,,,
4345,142705,,,,,,,,,,
4346,221553,,,,,,,,,,
4347,199282,,,,,,,,,,
4348,217714,,,,,,,,,,
4349,169586,,,,,,,,,,
4350,177522,,,,,,,,,,
4351,192370,,,,,,,,,,
4352,205427,,,,,,,,,,
4353,215155,,,,,,,,,,
4354,216435,,,,,,,,,,
4355,200820,,,,,,,,,,
4356,214388,,,,,,,,,,
4357,234612,,,,,,,,,,
4358,215157,,,,,,,,,,
4359,167797,,,,,,,,,,
4360,189557,,,,,,,,,,
4361,193141,,,,,,,,,,
4362,213110,,,,,,,,,,
4363,164470,,,,,,,,,,
4364,169078,,,,,,,,,,
4365,175990,,,,,,,,,,
4366,211063,,,,,,,,,,
4367,230263,,,,,,,,,,
4368,186999,,,,,,,,,,
4369,197496,,,,,,,,,,
4370,198776,,,,,,,,,,
4371,199288,,,,,,,,,,
4372,135032,,,,,,,,,,
4373,212088,,,,,,,,,,
4374,226168,,,,,,,,,,
4375,175736,,,,,,,,,,
4376,225145,,,,,,,,,,
4377,231545,,,,,,,,,,
4378,169593,,,,,,,,,,
4379,189561,,,,,,,,,,
4380,196217,,,,,,,,,,
4381,208250,,,,,,,,,,
4382,218746,,,,,,,,,,
4383,219514,,,,,,,,,,
4384,230266,,,,,,,,,,
4385,230522,,,,,,,,,,
4386,173434,,,,,,,,,,
4387,192634,,,,,,,,,,
4388,200059,,,,,,,,,,
4389,165243,,,,,,,,,,
4390,189819,,,,,,,,,,
4391,211068,,,,,,,,,,
4392,221820,,,,,,,,,,
4393,175996,,,,,,,,,,
4394,168317,,,,,,,,,,
4395,188541,,,,,,,,,,
4396,189053,,,,,,,,,,
4397,143742,,,,,,,,,,
4398,229758,,,,,,,,,,
4399,192126,,,,,,,,,,
4400,196991,,,,,,,,,,
4401,212607,,,,,,,,,,
4402,214911,,,,,,,,,,
4403,216447,,,,,,,,,,
4404,225151,,,,,,,,,,
4405,161663,,,,,,,,,,
4406,233600,,,,,,,,,,
4407,192128,,,,,,,,,,
4408,224385,,,,,,,,,,
4409,163713,,,,,,,,,,
4410,201346,,,,,,,,,,
4411,207746,,,,,,,,,,
4412,230530,,,,,,,,,,
4413,177282,,,,,,,,,,
4414,223875,,,,,,,,,,
4415,230019,,,,,,,,,,
4416,230275,,,,,,,,,,
4417,205188,,,,,,,,,,
4418,164484,,,,,,,,,,
4419,236164,,,,,,,,,,
4420,183940,,,,,,,,,,
4421,176773,,,,,,,,,,
4422,187013,,,,,,,,,,
4423,189573,,,,,,,,,,
4424,199302,,,,,,,,,,
4425,202374,,,,,,,,,,
4426,176007,,,,,,,,,,
4427,204936,,,,,,,,,,
4428,178312,,,,,,,,,,
4429,175753,,,,,,,,,,
4430,177802,,,,,,,,,,
4431,205451,,,,,,,,,,
4432,228748,,,,,,,,,,
4433,184972,,,,,,,,,,
4434,221582,,,,,,,,,,
4435,224142,,,,,,,,,,
4436,120718,,,,,,,,,,
4437,137359,,,,,,,,,,
4438,214671,,,,,,,,,,
4439,150415,,,,,,,,,,
4440,231823,,,,,,,,,,
4441,236175,,,,,,,,,,
4442,211856,,,,,,,,,,
4443,199569,,,,,,,,,,
4444,210321,,,,,,,,,,
4445,199058,,,,,,,,,,
4446,204690,,,,,,,,,,
4447,231826,,,,,,,,,,
4448,234898,,,,,,,,,,
4449,152723,,,,,,,,,,
4450,220051,,,,,,,,,,
4451,231571,,,,,,,,,,
4452,176019,,,,,,,,,,
4453,188563,,,,,,,,,,
4454,211348,,,,,,,,,,
4455,227732,,,,,,,,,,
4456,230292,,,,,,,,,,
4457,209301,,,,,,,,,,
4458,180629,,,,,,,,,,
4459,222358,,,,,,,,,,
4460,190614,,,,,,,,,,
4461,190870,,,,,,,,,,
4462,199319,,,,,,,,,,
4463,203159,,,,,,,,,,
4464,226711,,,,,,,,,,
4465,176023,,,,,,,,,,
4466,195479,,,,,,,,,,
4467,201368,,,,,,,,,,
4468,203672,,,,,,,,,,
4469,212120,,,,,,,,,,
4470,212632,,,,,,,,,,
4471,165784,,,,,,,,,,
4472,178584,,,,,,,,,,
4473,199833,,,,,,,,,,
4474,203161,,,,,,,,,,
4475,237209,,,,,,,,,,
4476,187033,,,,,,,,,,
4477,188825,,,,,,,,,,
4478,189849,,,,,,,,,,
4479,198810,,,,,,,,,,
4480,228762,,,,,,,,,,
4481,232090,,,,,,,,,,
4482,190362,,,,,,,,,,
4483,192922,,,,,,,,,,
4484,226203,,,,,,,,,,
4485,235675,,,,,,,,,,
4486,173467,,,,,,,,,,
4487,180635,,,,,,,,,,
4488,223388,,,,,,,,,,
4489,235164,,,,,,,,,,
4490,181404,,,,,,,,,,
4491,157597,,,,,,,,,,
4492,236189,,,,,,,,,,
4493,51101,,,,,,,,,,
4494,164766,,,,,,,,,,
4495,52126,,,,,,,,,,
4496,194718,,,,,,,,,,
4497,225951,,,,,,,,,,
4498,176031,,,,,,,,,,
4499,199584,,,,,,,,,,
4500,225440,,,,,,,,,,
4501,230560,,,,,,,,,,
4502,205985,,,,,,,,,,
4503,209569,,,,,,,,,,
4504,225441,,,,,,,,,,
4505,232097,,,,,,,,,,
4506,190113,,,,,,,,,,
4507,193185,,,,,,,,,,
4508,193953,,,,,,,,,,
4509,232610,,,,,,,,,,
4510,182178,,,,,,,,,,
4511,204451,,,,,,,,,,
4512,207523,,,,,,,,,,
4513,232099,,,,,,,,,,
4514,240035,,,,,,,,,,
4515,179875,,,,,,,,,,
4516,209828,,,,,,,,,,
4517,214436,,,,,,,,,,
4518,152741,,,,,,,,,,
4519,160165,,,,,,,,,,
4520,237989,,,,,,,,,,
4521,213414,,,,,,,,,,
4522,219814,,,,,,,,,,
4523,224422,,,,,,,,,,
4524,50598,,,,,,,,,,
4525,201895,,,,,,,,,,
4526,160167,,,,,,,,,,
4527,162471,,,,,,,,,,
4528,138920,,,,,,,,,,
4529,203177,,,,,,,,,,
4530,140201,,,,,,,,,,
4531,159913,,,,,,,,,,
4532,190633,,,,,,,,,,
4533,202154,,,,,,,,,,
4534,206506,,,,,,,,,,
4535,160170,,,,,,,,,,
4536,192938,,,,,,,,,,
4537,199339,,,,,,,,,,
4538,136363,,,,,,,,,,
4539,200108,,,,,,,,,,
4540,218540,,,,,,,,,,
4541,160172,,,,,,,,,,
4542,188844,,,,,,,,,,
4543,160173,,,,,,,,,,
4544,229037,,,,,,,,,,
4545,207790,,,,,,,,,,
4546,229038,,,,,,,,,,
4547,230319,,,,,,,,,,
4548,201136,,,,,,,,,,
4549,202416,,,,,,,,,,
4550,215216,,,,,,,,,,
4551,223920,,,,,,,,,,
4552,231600,,,,,,,,,,
4553,200113,,,,,,,,,,
4554,212401,,,,,,,,,,
4555,214193,,,,,,,,,,
4556,179633,,,,,,,,,,
4557,205234,,,,,,,,,,
4558,142258,,,,,,,,,,
4559,211378,,,,,,,,,,
4560,216498,,,,,,,,,,
4561,223922,,,,,,,,,,
4562,229298,,,,,,,,,,
4563,236466,,,,,,,,,,
4564,171954,,,,,,,,,,
4565,203699,,,,,,,,,,
4566,221619,,,,,,,,,,
4567,183475,,,,,,,,,,
4568,183987,,,,,,,,,,
4569,201908,,,,,,,,,,
4570,227508,,,,,,,,,,
4571,199861,,,,,,,,,,
4572,204213,,,,,,,,,,
4573,208309,,,,,,,,,,
4574,240309,,,,,,,,,,
4575,229558,,,,,,,,,,
4576,168630,,,,,,,,,,
4577,204215,,,,,,,,,,
4578,215223,,,,,,,,,,
4579,234935,,,,,,,,,,
4580,186551,,,,,,,,,,
4581,198840,,,,,,,,,,
4582,173752,,,,,,,,,,
4583,188600,,,,,,,,,,
4584,214201,,,,,,,,,,
4585,224953,,,,,,,,,,
4586,165561,,,,,,,,,,
4587,191673,,,,,,,,,,
4588,198843,,,,,,,,,,
4589,210363,,,,,,,,,,
4590,219835,,,,,,,,,,
4591,190907,,,,,,,,,,
4592,193211,,,,,,,,,,
4593,212156,,,,,,,,,,
4594,230332,,,,,,,,,,
4595,231868,,,,,,,,,,
4596,166844,,,,,,,,,,
4597,178108,,,,,,,,,,
4598,202429,,,,,,,,,,
4599,206269,,,,,,,,,,
4600,220093,,,,,,,,,,
4601,221885,,,,,,,,,,
4602,229053,,,,,,,,,,
4603,126909,,,,,,,,,,
4604,220862,,,,,,,,,,
4605,223422,,,,,,,,,,
4606,189118,,,,,,,,,,
4607,199103,,,,,,,,,,
4608,208063,,,,,,,,,,
4609,207553,,,,,,,,,,
4610,210625,,,,,,,,,,
4611,158657,,,,,,,,,,
4612,182209,,,,,,,,,,
4613,186817,,,,,,,,,,
4614,216258,,,,,,,,,,
4615,203971,,,,,,,,,,
4616,204227,,,,,,,,,,
4617,212419,,,,,,,,,,
4618,18115,,,,,,,,,,
4619,192451,,,,,,,,,,
4620,213445,,,,,,,,,,
4621,160197,,,,,,,,,,
4622,161733,,,,,,,,,,
4623,234949,,,,,,,,,,
4624,178117,,,,,,,,,,
4625,139974,,,,,,,,,,
4626,213446,,,,,,,,,,
4627,156358,,,,,,,,,,
4628,230342,,,,,,,,,,
4629,187590,,,,,,,,,,
4630,160199,,,,,,,,,,
4631,231111,,,,,,,,,,
4632,171975,,,,,,,,,,
4633,193223,,,,,,,,,,
4634,212424,,,,,,,,,,
4635,160200,,,,,,,,,,
4636,198857,,,,,,,,,,
4637,201417,,,,,,,,,,
4638,202697,,,,,,,,,,
